Project Name,Benchmark Name,Count,Direct Count,Methods,Direct Methods
arrow,org.apache.arrow.adapter.jdbc.JdbcAdapterBenchmarks.consumeBenchmark,0,0,,
arrow,org.apache.arrow.adapter.jdbc.JdbcAdapterBenchmarks.testJdbcToArrow,0,0,,
arrow,org.apache.arrow.algorithm.search.ParallelSearcherBenchmarks.searchBenchmark,0,0,,
arrow,org.apache.arrow.memory.AllocatorBenchmarks.defaultAllocatorBenchmark,0,0,,
arrow,org.apache.arrow.memory.AllocatorBenchmarks.segmentRoundingPolicyBenchmark,0,0,,
arrow,org.apache.arrow.memory.ArrowBufBenchmarks.setZero,0,0,,
arrow,org.apache.arrow.memory.util.ArrowBufPointerBenchmarks.compareBenchmark,0,0,,
arrow,org.apache.arrow.memory.util.ByteFunctionHelpersBenchmarks.arrowBufArrayEquals,0,0,,
arrow,org.apache.arrow.memory.util.ByteFunctionHelpersBenchmarks.arrowBufEquals,0,0,,
arrow,org.apache.arrow.vector.BaseValueVectorBenchmarks.testComputeCombinedBufferSize,0,0,,
arrow,org.apache.arrow.vector.BitVectorHelperBenchmarks.allBitsNullBenchmark,0,0,,
arrow,org.apache.arrow.vector.BitVectorHelperBenchmarks.getNullCountBenchmark,0,0,,
arrow,org.apache.arrow.vector.BitVectorHelperBenchmarks.loadValidityBufferAllOne,0,0,,
arrow,org.apache.arrow.vector.BitVectorHelperBenchmarks.setValidityBitBenchmark,0,0,,
arrow,org.apache.arrow.vector.BitVectorHelperBenchmarks.setValidityBitToZeroBenchmark,0,0,,
arrow,org.apache.arrow.vector.DecimalVectorBenchmarks.setBigEndianArrowBufBenchmark,0,0,,
arrow,org.apache.arrow.vector.DecimalVectorBenchmarks.setBigEndianByteArrayBenchmark,0,0,,
arrow,org.apache.arrow.vector.Float8Benchmarks.copyFromBenchmark,0,0,,
arrow,org.apache.arrow.vector.Float8Benchmarks.readWriteBenchmark,0,0,,
arrow,org.apache.arrow.vector.FloatingPointBenchmarks.approxEqualsBenchmark,0,0,,
arrow,org.apache.arrow.vector.IntBenchmarks.setIntDirectly,0,0,,
arrow,org.apache.arrow.vector.IntBenchmarks.setWithValueHolder,0,0,,
arrow,org.apache.arrow.vector.IntBenchmarks.setWithWriter,84,13,"org.apache.arrow.memory.BufferLedger.retain,org.apache.arrow.memory.AllocationManager.associate,org.apache.arrow.vector.BaseFixedWidthVector.getValueBufferValueCapacity,org.apache.arrow.memory.ArrowBuf.addr,org.apache.arrow.vector.IntBenchmarks.tearDown,org.apache.arrow.memory.LowCostIdentityHashMap.containsKey,org.apache.arrow.memory.LowCostIdentityHashMap.getModuloHash,org.apache.arrow.vector.IntVector.setValue,org.apache.arrow.memory.Accountant.allocateBytesInternal,org.apache.arrow.memory.LowCostIdentityHashMap.remove,org.apache.arrow.vector.IntVector.setSafe,org.apache.arrow.memory.ArrowBuf.slice,org.apache.arrow.vector.BitVectorHelper.setBit,org.apache.arrow.util.DataSizeRoundingUtil.divideBy8Ceil,org.apache.arrow.util.DataSizeRoundingUtil.roundUpTo8Multiple,org.apache.arrow.vector.BaseValueVector.computeCombinedBufferSize,org.apache.arrow.vector.BaseFixedWidthVector.initValidityBuffer,org.apache.arrow.memory.BufferLedger.newArrowBuf,org.apache.arrow.memory.ArrowBuf.getReferenceManager,org.apache.arrow.memory.Accountant.releaseBytes,org.apache.arrow.vector.BaseValueVector.getValidityBufferSizeFromCount,org.apache.arrow.memory.ArrowBuf.capacity,org.apache.arrow.memory.BaseAllocator.newAllocationManager,org.apache.arrow.vector.BaseFixedWidthVector.handleSafe,org.apache.arrow.memory.DefaultAllocationManagerOption.getFactory,org.apache.arrow.vector.BitVectorHelper.byteIndex,io.netty.buffer.PooledByteBufAllocatorL.allocate,org.apache.arrow.memory.BaseAllocator.buffer,org.apache.arrow.vector.BaseFixedWidthVector.allocateBytes,org.apache.arrow.memory.LowCostIdentityHashMap.findIndex,org.apache.arrow.memory.util.CommonUtil.nextPowerOfTwo,org.apache.arrow.vector.BaseValueVector.releaseBuffer,org.apache.arrow.vector.BitVectorHelper.bitIndex,org.apache.arrow.memory.ArrowBuf.setZero,org.apache.arrow.vector.types.pojo.FieldType.nullable,org.apache.arrow.memory.rounding.DefaultRoundingPolicy.getRoundedSize,org.apache.arrow.vector.BaseValueVector.allocFixedDataAndValidityBufs,org.apache.arrow.vector.BaseFixedWidthVector.computeAndCheckBufferSize,org.apache.arrow.memory.ArrowBuf.setInt,org.apache.arrow.vector.BaseFixedWidthVector.allocateNew,org.apache.arrow.memory.BaseAllocator.bufferWithoutReservation,org.apache.arrow.vector.TypeLayout.getTypeLayout,org.apache.arrow.memory.BaseAllocator.createEmpty,org.apache.arrow.util.Preconditions.checkPositionIndex,io.netty.buffer.UnsafeDirectLittleEndian.release,org.apache.arrow.memory.util.AssertionUtil.isAssertionsEnabled,org.apache.arrow.vector.IntVector.set,org.apache.arrow.memory.LowCostIdentityHashMap.get,org.apache.arrow.memory.ArrowBuf.setByte,org.apache.arrow.util.Preconditions.checkArgument,org.apache.arrow.memory.util.LargeMemoryUtil.capAtMaxInt,org.apache.arrow.memory.rounding.DefaultRoundingPolicy.validateAndCalculateChunkSize,org.apache.arrow.memory.AllocationOutcome.isOk,org.apache.arrow.memory.Accountant.allocateBytes,org.apache.arrow.vector.BaseFixedWidthVector.setValueCount,org.apache.arrow.memory.BufferLedger.deriveBuffer,org.apache.arrow.memory.ArrowBuf.ensureAccessible,org.apache.arrow.memory.ArrowBuf.readerIndex,org.apache.arrow.memory.BaseAllocator.close,org.apache.arrow.memory.ArrowBuf.chk,org.apache.arrow.vector.complex.impl.AbstractBaseWriter.idx,org.apache.arrow.memory.Accountant.updatePeak,org.apache.arrow.memory.NettyAllocationManager.release0,org.apache.arrow.vector.BaseFixedWidthVector.setReaderAndWriterIndex,org.apache.arrow.memory.DefaultAllocationManagerOption.getDefaultAllocationManagerFactory,org.apache.arrow.memory.ArrowBuf.writerIndex,org.apache.arrow.memory.LowCostIdentityHashMap.put,org.apache.arrow.vector.BaseFixedWidthVector.getValueCapacity,org.apache.arrow.vector.BaseFixedWidthVector.close,org.apache.arrow.memory.util.LargeMemoryUtil.checkedCastToInt,org.apache.arrow.memory.BufferLedger.getRefCount,org.apache.arrow.memory.ArrowBuf.checkIndex,org.apache.arrow.memory.BufferLedger.decrement,org.apache.arrow.memory.ArrowBuf.refCnt,org.apache.arrow.vector.BaseFixedWidthVector.refreshValueCapacity,org.apache.arrow.vector.BaseFixedWidthVector.incrementAllocationMonitor,org.apache.arrow.memory.BaseAllocator.assertOpen,org.apache.arrow.memory.ArrowBuf.checkIndexD,org.apache.arrow.memory.ArrowBuf.getByte,org.apache.arrow.vector.BaseFixedWidthVector.clear,org.apache.arrow.memory.AllocationManager.release,org.apache.arrow.vector.BaseFixedWidthVector.zeroVector,org.apache.arrow.memory.BufferLedger.release,org.apache.arrow.memory.Accountant.allocate","org.apache.arrow.vector.TypeLayout.getTypeLayout,org.apache.arrow.memory.BaseAllocator.createEmpty,org.apache.arrow.memory.util.AssertionUtil.isAssertionsEnabled,org.apache.arrow.vector.IntVector.setSafe,org.apache.arrow.vector.BaseFixedWidthVector.setValueCount,org.apache.arrow.memory.DefaultAllocationManagerOption.getDefaultAllocationManagerFactory,org.apache.arrow.vector.types.pojo.FieldType.nullable,org.apache.arrow.vector.BaseFixedWidthVector.refreshValueCapacity,org.apache.arrow.vector.BaseFixedWidthVector.allocateNew,org.apache.arrow.util.Preconditions.checkArgument,org.apache.arrow.vector.IntBenchmarks.tearDown,org.apache.arrow.memory.rounding.DefaultRoundingPolicy.validateAndCalculateChunkSize,org.apache.arrow.vector.complex.impl.AbstractBaseWriter.idx"
arrow,org.apache.arrow.vector.VarCharBenchmarks.copyFromBenchmark,38,3,"org.apache.arrow.memory.DefaultAllocationManagerOption.getFactory,org.apache.arrow.memory.CheckAllocator.reportResult,org.apache.arrow.vector.BitVectorHelper.byteIndex,org.apache.arrow.memory.ArrowBuf.checkIndex,org.apache.arrow.memory.ArrowBuf.memoryAddress,org.apache.arrow.vector.BaseVariableWidthVector.getOffsetBuffer,org.apache.arrow.vector.BaseVariableWidthVector.setBytes,org.apache.arrow.memory.ArrowBuf.addr,org.apache.arrow.memory.ArrowBuf.setByte,org.apache.arrow.util.Preconditions.checkArgument,org.apache.arrow.memory.ArrowBuf.getBytes,org.apache.arrow.memory.ArrowBuf.refCnt,org.apache.arrow.vector.BaseVariableWidthVector.fillHoles,org.apache.arrow.vector.BitVectorHelper.bitIndex,org.apache.arrow.vector.BaseVariableWidthVector.getDataBuffer,org.apache.arrow.memory.ArrowBuf.getInt,org.apache.arrow.memory.CheckAllocator.assertOnlyOne,org.apache.arrow.memory.ArrowBuf.ensureAccessible,org.apache.arrow.memory.ArrowBuf.chk,org.apache.arrow.memory.BufferLedger.getRefCount,org.apache.arrow.memory.ArrowBuf.checkIndexD,org.apache.arrow.memory.ArrowBuf.setInt,org.apache.arrow.memory.DefaultAllocationManagerOption.getDefaultAllocationManagerFactory,org.apache.arrow.memory.DefaultAllocationManagerOption.getDefaultAllocationManagerType,org.apache.arrow.vector.BitVectorHelper.unsetBit,org.apache.arrow.vector.BitVectorHelper.setBit,org.apache.arrow.memory.ArrowBuf.getByte,org.apache.arrow.vector.VarCharVector.getMinorType,org.apache.arrow.memory.ArrowBuf.isOutOfBounds,org.apache.arrow.vector.BaseVariableWidthVector.copyFrom,org.apache.arrow.memory.CheckAllocator.scanClasspath,org.apache.arrow.memory.util.AssertionUtil.isAssertionsEnabled,org.apache.arrow.memory.CheckAllocator.check,org.apache.arrow.vector.BaseVariableWidthVector.isSet,org.apache.arrow.memory.ArrowBuf.capacity,org.apache.arrow.memory.util.LargeMemoryUtil.checkedCastToInt,io.netty.buffer.PooledByteBufAllocatorL.getChunkSize,org.apache.arrow.vector.BaseVariableWidthVector.isNull","org.apache.arrow.memory.util.AssertionUtil.isAssertionsEnabled,org.apache.arrow.vector.BaseVariableWidthVector.copyFrom,org.apache.arrow.memory.DefaultAllocationManagerOption.getDefaultAllocationManagerFactory"
arrow,org.apache.arrow.vector.VariableWidthVectorBenchmarks.getValueCapacity,0,0,,
arrow,org.apache.arrow.vector.VariableWidthVectorBenchmarks.setSafeFromArray,0,0,,
arrow,org.apache.arrow.vector.VariableWidthVectorBenchmarks.setSafeFromNullableVarcharHolder,0,0,,
arrow,org.apache.arrow.vector.VectorLoaderBenchmark.loadBenchmark,0,0,,
arrow,org.apache.arrow.vector.VectorUnloaderBenchmark.unloadBenchmark,0,0,,
arrow,org.apache.arrow.vector.dictionary.DictionaryEncoderBenchmarks.testEncode,0,0,,
arrow,org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmark,0,0,,
arrow,org.apache.arrow.vector.ipc.message.ArrowRecordBatchBenchmarks.createAndGetLength,0,0,,
arrow,org.apache.arrow.vector.util.TransferPairBenchmarks.splitAndTransferIntVector,0,0,,
arrow,org.apache.arrow.vector.util.TransferPairBenchmarks.splitAndTransferVarcharVector,0,0,,
